Index,Direction,Absolute Time,PID,Payload Length,Byte1,Byte2,Byte3,Byte4,Byte5,Byte6,Byte7,Byte8,
0,Receive,15:54:30.966,0x000000C9,0x07,84,0E,77,00,00,00,08
1,Receive,15:54:30.966,0x000001BC,0x07,08,00,00,00,00,00,00
2,Receive,15:54:30.971,0x000000F1,0x04,B4,00,00,40
3,Receive,15:54:30.971,0x000001E1,0x03,00,FD,03
4,Receive,15:54:30.971,0x000000C1,0x08,00,00,00,00,00,00,00,00
5,Receive,15:54:30.971,0x000000C5,0x08,00,00,00,00,00,00,00,00
6,Receive,15:54:30.971,0x000001E9,0x08,10,00,00,08,00,00,44,00
7,Receive,15:54:30.971,0x000001C9,0x07,03,20,3C,E0,00,00,00
8,Receive,15:54:30.971,0x00000363,0x04,00,00,00,00
9,Receive,15:54:30.971,0x000002F9,0x05,00,00,00,00,00
10,Receive,15:54:30.985,0x000000C9,0x07,84,0E,78,07,00,00,08
11,Receive,15:54:30.985,0x000001BC,0x07,08,00,00,00,00,00,00
12,Receive,15:54:30.985,0x000001C1,0x04,03,08,03,08
13,Receive,15:54:30.985,0x000001F5,0x06,ED,00,00,0F,18,00
14,Receive,15:54:30.985,0x000000F1,0x04,80,00,00,40
15,Receive,15:54:30.985,0x000000C1,0x08,10,00,00,00,10,00,00,00
16,Receive,15:54:30.985,0x000000C5,0x08,10,00,00,00,10,00,00,00
17,Receive,15:54:30.990,0x000000C9,0x07,84,0E,7F,0A,00,00,08
18,Receive,15:54:30.990,0x000001BC,0x07,08,00,00,00,00,00,00
19,Receive,15:54:30.990,0x000000F1,0x04,9C,00,00,40
20,Receive,15:54:30.990,0x000000C1,0x08,20,00,00,00,20,00,00,00
21,Receive,15:54:30.990,0x000000C5,0x08,20,00,00,00,20,00,00,00
22,Receive,15:54:30.995,0x000001E9,0x08,10,00,00,08,00,00,44,00
23,Receive,15:54:30.995,0x000001C9,0x07,03,20,7C,DF,00,00,00
24,Receive,15:54:31.003,0x000000F1,0x04,A8,00,00,40
25,Receive,15:54:31.003,0x000000C1,0x08,30,00,00,00,30,00,00,00
26,Receive,15:54:31.003,0x000000C5,0x08,30,00,00,00,30,00,00,00
27,Receive,15:54:31.003,0x000001E1,0x03,00,00,00
28,Receive,15:54:31.003,0x000000C9,0x07,84,0E,80,0D,00,00,08
29,Receive,15:54:31.003,0x000001BC,0x07,08,00,00,00,00,00,00
30,Receive,15:54:31.003,0x000001C1,0x04,03,08,03,07
31,Receive,15:54:31.003,0x000001F5,0x06,ED,00,00,0F,18,00
32,Receive,15:54:31.003,0x000002C5,0x06,04,6E,02,C0,02,C0
33,Receive,15:54:31.003,0x000003F9,0x08,00,18,2A,57,69,1C,FF,3A
34,Receive,15:54:31.011,0x000000F1,0x04,B4,00,00,40
35,Receive,15:54:31.011,0x000000C1,0x08,00,00,00,00,00,00,00,00
36,Receive,15:54:31.011,0x000000C5,0x08,00,00,00,00,00,00,00,00
37,Receive,15:54:31.011,0x000001E9,0x08,10,00,00,08,00,00,44,00
38,Receive,15:54:31.011,0x000001C9,0x07,03,20,BC,DE,00,00,00
39,Receive,15:54:31.016,0x000000C9,0x07,84,0E,7B,00,00,00,08
40,Receive,15:54:31.016,0x000001BC,0x07,08,00,00,00,00,00,00
41,Receive,15:54:31.021,0x000000F1,0x04,80,00,00,40
42,Receive,15:54:31.021,0x000000C1,0x08,10,00,00,00,10,00,00,00
43,Receive,15:54:31.021,0x000000C5,0x08,10,00,00,00,10,00,00,00
44,Receive,15:54:31.021,0x000002F9,0x05,00,00,00,00,00
45,Receive,15:54:31.029,0x000000C9,0x07,84,0E,71,07,00,00,08
46,Receive,15:54:31.029,0x000001BC,0x07,08,00,00,00,00,00,00
47,Receive,15:54:31.029,0x000001C1,0x04,03,07,03,07
48,Receive,15:54:31.029,0x000001F5,0x06,ED,00,00,0F,18,00
49,Receive,15:54:31.034,0x000000F1,0x04,9C,00,00,40
50,Receive,15:54:31.034,0x000001E1,0x03,00,FF,01
51,Receive,15:54:31.034,0x000000C1,0x08,20,00,00,00,20,00,00,00
52,Receive,15:54:31.034,0x000000C5,0x08,20,00,00,00,20,00,00,00
