Index	Direction	Time Mark	Status	Alias	Frame ID	Format	Type	DLC	Data	
1037	Receive	15:53:34.280			0x000000C1	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1038	Receive	15:53:34.280			0x000000C5	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1039	Receive	15:53:34.280			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1040	Receive	15:53:34.280			0x000001C9	Data Frame	Standard Frame	0x07	03 20 7C DF 00 00 00 	
1041	Receive	15:53:34.280			0x00000363	Data Frame	Standard Frame	0x04	00 00 00 00 	
1042	Receive	15:53:34.280			0x000002F9	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1043	Receive	15:53:34.280			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 5F 00 00 00 08 	
1044	Receive	15:53:34.280			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1045	Receive	15:53:34.285			0x000000F1	Data Frame	Standard Frame	0x04	A8 00 00 40 	
1046	Receive	15:53:34.285			0x000000C1	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1047	Receive	15:53:34.285			0x000000C5	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1048	Receive	15:53:34.293			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 69 07 00 00 08 	
1049	Receive	15:53:34.293			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1050	Receive	15:53:34.293			0x000001C1	Data Frame	Standard Frame	0x04	03 12 03 12 	
1051	Receive	15:53:34.293			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1052	Receive	15:53:34.293			0x000000F1	Data Frame	Standard Frame	0x04	B4 00 00 40 	
1053	Receive	15:53:34.298			0x000000C1	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1054	Receive	15:53:34.298			0x000000C5	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1055	Receive	15:53:34.298			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1056	Receive	15:53:34.298			0x000001C9	Data Frame	Standard Frame	0x07	03 20 BC DE 00 00 00 	
1057	Receive	15:53:34.306			0x000000F1	Data Frame	Standard Frame	0x04	80 00 00 40 	
1058	Receive	15:53:34.306			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 6E 0A 00 00 08 	
1059	Receive	15:53:34.306			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1060	Receive	15:53:34.306			0x000001E1	Data Frame	Standard Frame	0x03	00 FE 02 	
1061	Receive	15:53:34.306			0x000000C1	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1062	Receive	15:53:34.306			0x000000C5	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1063	Receive	15:53:34.314			0x000000F1	Data Frame	Standard Frame	0x04	9C 00 00 40 	
1064	Receive	15:53:34.319			0x000000C1	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1065	Receive	15:53:34.319			0x000000C5	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1066	Receive	15:53:34.319			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 68 0D 00 00 08 	
1067	Receive	15:53:34.319			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1068	Receive	15:53:34.319			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1069	Receive	15:53:34.319			0x000001C9	Data Frame	Standard Frame	0x07	03 20 FC DD 00 00 00 	
1070	Receive	15:53:34.319			0x000001C1	Data Frame	Standard Frame	0x04	03 11 03 11 	
1071	Receive	15:53:34.319			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1072	Receive	15:53:34.319			0x000002C5	Data Frame	Standard Frame	0x06	04 6D 02 C0 02 C0 	
1073	Receive	15:53:34.324			0x000000F1	Data Frame	Standard Frame	0x04	A8 00 00 40 	
1074	Receive	15:53:34.329			0x000000C1	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1075	Receive	15:53:34.329			0x000000C5	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1076	Receive	15:53:34.329			0x000002F9	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1077	Receive	15:53:34.329			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 5F 00 00 00 08 	
1078	Receive	15:53:34.329			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1079	Receive	15:53:34.334			0x000000F1	Data Frame	Standard Frame	0x04	B4 00 00 40 	
1080	Receive	15:53:34.334			0x000001E1	Data Frame	Standard Frame	0x03	00 FD 03 	
1081	Receive	15:53:34.334			0x000000C1	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1082	Receive	15:53:34.339			0x000000C5	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1083	Receive	15:53:34.339			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1084	Receive	15:53:34.339			0x000001C9	Data Frame	Standard Frame	0x07	03 20 3C E0 00 00 00 	
1085	Receive	15:53:34.344			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 5D 07 00 00 08 	
1086	Receive	15:53:34.344			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1087	Receive	15:53:34.344			0x000001C1	Data Frame	Standard Frame	0x04	03 11 03 11 	
1088	Receive	15:53:34.344			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1089	Receive	15:53:34.344			0x000000F1	Data Frame	Standard Frame	0x04	80 00 00 40 	
1090	Receive	15:53:34.344			0x000000C1	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1091	Receive	15:53:34.349			0x000000C5	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1092	Receive	15:53:34.354			0x000000F1	Data Frame	Standard Frame	0x04	9C 00 00 40 	
1093	Receive	15:53:34.354			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 60 0A 00 00 08 	
1094	Receive	15:53:34.354			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1095	Receive	15:53:34.359			0x000000C1	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1096	Receive	15:53:34.359			0x000000C5	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1097	Receive	15:53:34.359			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1098	Receive	15:53:34.359			0x000001C9	Data Frame	Standard Frame	0x07	03 20 7C DF 00 00 00 	
1099	Receive	15:53:34.364			0x000000F1	Data Frame	Standard Frame	0x04	A8 00 00 40 	
1100	Receive	15:53:34.364			0x00000160	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1101	Receive	15:53:34.364			0x000001E1	Data Frame	Standard Frame	0x03	00 00 00 	
1102	Receive	15:53:34.364			0x000001F1	Data Frame	Standard Frame	0x08	06 0A 00 00 18 00 93 02 	
1103	Receive	15:53:34.364			0x00000361	Data Frame	Standard Frame	0x07	02 1F 00 00 12 80 00 	
1104	Receive	15:53:34.364			0x00000460	Data Frame	Standard Frame	0x05	4B 03 80 70 88 	
1105	Receive	15:53:34.369			0x000000C1	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1106	Receive	15:53:34.369			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 61 0D 00 00 08 	
1107	Receive	15:53:34.369			0x000000C5	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1108	Receive	15:53:34.369			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1109	Receive	15:53:34.369			0x000001C1	Data Frame	Standard Frame	0x04	03 11 03 11 	
1110	Receive	15:53:34.369			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1111	Receive	15:53:34.369			0x000002C5	Data Frame	Standard Frame	0x06	04 6D 02 C0 02 C0 	
1112	Receive	15:53:34.369			0x000003D1	Data Frame	Standard Frame	0x08	00 27 80 00 00 37 00 00 	
1113	Receive	15:53:34.369			0x000003E9	Data Frame	Standard Frame	0x08	00 00 80 00 00 00 80 00 	
1114	Receive	15:53:34.373			0x000000F1	Data Frame	Standard Frame	0x04	B4 00 00 40 	
1115	Receive	15:53:34.378			0x000000C1	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1116	Receive	15:53:34.378			0x000000C5	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1117	Receive	15:53:34.378			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1118	Receive	15:53:34.378			0x000001C9	Data Frame	Standard Frame	0x07	03 20 BC DE 00 00 00 	
1119	Receive	15:53:34.378			0x00000363	Data Frame	Standard Frame	0x04	00 00 00 00 	
1120	Receive	15:53:34.378			0x000002F9	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1121	Receive	15:53:34.378			0x00000530	Data Frame	Standard Frame	0x02	00 00 	
1122	Receive	15:53:34.378			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 5B 00 00 00 08 	
1123	Receive	15:53:34.378			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1124	Receive	15:53:34.386			0x000000F1	Data Frame	Standard Frame	0x04	80 00 00 40 	
1125	Receive	15:53:34.386			0x000000C1	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1126	Receive	15:53:34.386			0x000000C5	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1127	Receive	15:53:34.394			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 4F 07 00 00 08 	
1128	Receive	15:53:34.394			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1129	Receive	15:53:34.394			0x000001C1	Data Frame	Standard Frame	0x04	03 12 03 11 	
1130	Receive	15:53:34.394			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1131	Receive	15:53:34.394			0x000000F1	Data Frame	Standard Frame	0x04	9C 00 00 40 	
1132	Receive	15:53:34.394			0x000001E1	Data Frame	Standard Frame	0x03	00 FF 01 	
1133	Receive	15:53:34.399			0x000000C1	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1134	Receive	15:53:34.399			0x000000C5	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1135	Receive	15:53:34.399			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1136	Receive	15:53:34.399			0x000001C9	Data Frame	Standard Frame	0x07	03 20 FC DD 00 00 00 	
1137	Receive	15:53:34.404			0x000000F1	Data Frame	Standard Frame	0x04	A8 00 00 40 	
1138	Receive	15:53:34.404			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 51 0A 00 00 08 	
1139	Receive	15:53:34.404			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1140	Receive	15:53:34.409			0x000000C1	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1141	Receive	15:53:34.409			0x000000C5	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1142	Receive	15:53:34.414			0x000000F1	Data Frame	Standard Frame	0x04	B4 00 00 40 	
1143	Receive	15:53:34.418			0x000000C1	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1144	Receive	15:53:34.418			0x000000C5	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1145	Receive	15:53:34.418			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 5D 0D 00 00 08 	
1146	Receive	15:53:34.418			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1147	Receive	15:53:34.418			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1148	Receive	15:53:34.418			0x000001C9	Data Frame	Standard Frame	0x07	03 20 3C E0 00 00 00 	
1149	Receive	15:53:34.418			0x000001C1	Data Frame	Standard Frame	0x04	03 13 03 12 	
1150	Receive	15:53:34.418			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1151	Receive	15:53:34.418			0x000002C5	Data Frame	Standard Frame	0x06	04 6C 02 C0 02 C0 	
1152	Receive	15:53:34.424			0x000000F1	Data Frame	Standard Frame	0x04	80 00 00 40 	
1153	Receive	15:53:34.424			0x000001E1	Data Frame	Standard Frame	0x03	00 FE 02 	
1154	Receive	15:53:34.428			0x000000C1	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1155	Receive	15:53:34.428			0x000000C5	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1156	Receive	15:53:34.428			0x000002F9	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1157	Receive	15:53:34.428			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 68 00 00 00 08 	
1158	Receive	15:53:34.428			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1159	Receive	15:53:34.433			0x000000F1	Data Frame	Standard Frame	0x04	9C 00 00 40 	
1160	Receive	15:53:34.438			0x000000C1	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1161	Receive	15:53:34.438			0x000000C5	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1162	Receive	15:53:34.438			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1163	Receive	15:53:34.438			0x000001C9	Data Frame	Standard Frame	0x07	03 20 7C DF 00 00 00 	
1164	Receive	15:53:34.443			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 66 07 00 00 08 	
1165	Receive	15:53:34.443			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1166	Receive	15:53:34.443			0x000001C1	Data Frame	Standard Frame	0x04	03 12 03 12 	
1167	Receive	15:53:34.443			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1168	Receive	15:53:34.443			0x000000F1	Data Frame	Standard Frame	0x04	A8 00 00 40 	
1169	Receive	15:53:34.448			0x000000C1	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1170	Receive	15:53:34.448			0x000000C5	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1171	Receive	15:53:34.455			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 5A 0A 00 00 08 	
1172	Receive	15:53:34.455			0x000000F1	Data Frame	Standard Frame	0x04	B4 00 00 40 	
1173	Receive	15:53:34.455			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1174	Receive	15:53:34.455			0x000001E1	Data Frame	Standard Frame	0x03	00 FD 03 	
1175	Receive	15:53:34.455			0x000000C1	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1176	Receive	15:53:34.455			0x000000C5	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1177	Receive	15:53:34.455			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1178	Receive	15:53:34.455			0x000001C9	Data Frame	Standard Frame	0x07	03 20 BC DE 00 00 00 	
1179	Receive	15:53:34.466			0x000000F1	Data Frame	Standard Frame	0x04	80 00 00 40 	
1180	Receive	15:53:34.466			0x00000130	Data Frame	Standard Frame	0x01	00 	
1181	Receive	15:53:34.466			0x00000160	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1182	Receive	15:53:34.466			0x000001F1	Data Frame	Standard Frame	0x08	06 0A 00 00 18 00 93 02 	
1183	Receive	15:53:34.466			0x00000361	Data Frame	Standard Frame	0x07	02 1F 00 00 12 80 00 	
1184	Receive	15:53:34.466			0x000003F1	Data Frame	Standard Frame	0x06	00 99 69 08 00 FF 	
1185	Receive	15:53:34.466			0x00000440	Data Frame	Standard Frame	0x05	00 00 38 7F C0 	
1186	Receive	15:53:34.466			0x00000460	Data Frame	Standard Frame	0x05	4B 03 80 70 88 	
1187	Receive	15:53:34.466			0x000004E1	Data Frame	Standard Frame	0x08	47 42 31 31 36 35 38 35 	
1188	Receive	15:53:34.466			0x000000C1	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1189	Receive	15:53:34.466			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 56 0D 00 00 08 	
1190	Receive	15:53:34.466			0x000000C5	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1191	Receive	15:53:34.466			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1192	Receive	15:53:34.466			0x000001C1	Data Frame	Standard Frame	0x04	03 12 03 12 	
1193	Receive	15:53:34.466			0x000004E9	Data Frame	Standard Frame	0x06	C0 20 00 00 00 3C 	
1194	Receive	15:53:34.466			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1195	Receive	15:53:34.466			0x000002C5	Data Frame	Standard Frame	0x06	04 6D 02 C0 02 C0 	
1196	Receive	15:53:34.466			0x000003D1	Data Frame	Standard Frame	0x08	00 26 80 00 00 36 00 00 	
1197	Receive	15:53:34.472			0x000003E9	Data Frame	Standard Frame	0x08	00 00 80 00 00 00 80 00 	
1198	Receive	15:53:34.472			0x00000514	Data Frame	Standard Frame	0x08	42 47 43 41 38 30 33 30 	
1199	Receive	15:53:34.472			0x000000F1	Data Frame	Standard Frame	0x04	9C 00 00 40 	
1200	Receive	15:53:34.477			0x000000C1	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1201	Receive	15:53:34.477			0x000000C5	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1202	Receive	15:53:34.477			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1203	Receive	15:53:34.477			0x000001C9	Data Frame	Standard Frame	0x07	03 20 FC DD 00 00 00 	
1204	Receive	15:53:34.477			0x00000363	Data Frame	Standard Frame	0x04	00 00 00 00 	
1205	Receive	15:53:34.477			0x000002F9	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1206	Receive	15:53:34.477			0x00000265	Data Frame	Standard Frame	0x04	2A AA EA 60 	
1207	Receive	15:53:34.482			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 5F 00 00 00 08 	
1208	Receive	15:53:34.482			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1209	Receive	15:53:34.482			0x000000F1	Data Frame	Standard Frame	0x04	A8 00 00 40 	
1210	Receive	15:53:34.487			0x000001E1	Data Frame	Standard Frame	0x03	00 00 00 	
1211	Receive	15:53:34.487			0x000000C1	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1212	Receive	15:53:34.487			0x000000C5	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1213	Receive	15:53:34.492			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 6C 07 00 00 08 	
1214	Receive	15:53:34.492			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1215	Receive	15:53:34.492			0x000001C1	Data Frame	Standard Frame	0x04	03 12 03 12 	
1216	Receive	15:53:34.492			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1217	Receive	15:53:34.492			0x000000F1	Data Frame	Standard Frame	0x04	B4 00 00 40 	
1218	Receive	15:53:34.496			0x000000C1	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1219	Receive	15:53:34.496			0x000000C5	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1220	Receive	15:53:34.496			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1221	Receive	15:53:34.496			0x000001C9	Data Frame	Standard Frame	0x07	03 20 3C E0 00 00 00 	
1222	Receive	15:53:34.504			0x000000F1	Data Frame	Standard Frame	0x04	80 00 00 40 	
1223	Receive	15:53:34.505			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 63 0A 00 00 08 	
1224	Receive	15:53:34.505			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1225	Receive	15:53:34.505			0x000000C1	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1226	Receive	15:53:34.509			0x000000C5	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1227	Receive	15:53:34.514			0x000000F1	Data Frame	Standard Frame	0x04	9C 00 00 40 	
1228	Receive	15:53:34.514			0x000001E1	Data Frame	Standard Frame	0x03	00 FF 01 	
1229	Receive	15:53:34.519			0x000000C1	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1230	Receive	15:53:34.519			0x000000C5	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1231	Receive	15:53:34.519			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 55 0D 00 00 08 	
1232	Receive	15:53:34.519			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1233	Receive	15:53:34.519			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1234	Receive	15:53:34.519			0x000001C9	Data Frame	Standard Frame	0x07	03 20 7C DF 00 00 00 	
1235	Receive	15:53:34.519			0x000001C1	Data Frame	Standard Frame	0x04	03 11 03 11 	
1236	Receive	15:53:34.519			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1237	Receive	15:53:34.519			0x000002C5	Data Frame	Standard Frame	0x06	04 6C 02 C0 02 C0 	
1238	Receive	15:53:34.519			0x000003F9	Data Frame	Standard Frame	0x08	00 14 F8 55 69 1B FF 3A 	
1239	Receive	15:53:34.525			0x000000F1	Data Frame	Standard Frame	0x04	A8 00 00 40 	
1240	Receive	15:53:34.525			0x000000C1	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1241	Receive	15:53:34.525			0x000000C5	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1242	Receive	15:53:34.525			0x000002F9	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1243	Receive	15:53:34.529			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 4B 00 00 00 08 	
1244	Receive	15:53:34.529			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1245	Receive	15:53:34.534			0x000000F1	Data Frame	Standard Frame	0x04	B4 00 00 40 	
1246	Receive	15:53:34.534			0x000000C1	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1247	Receive	15:53:34.534			0x000000C5	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1248	Receive	15:53:34.539			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1249	Receive	15:53:34.539			0x000001C9	Data Frame	Standard Frame	0x07	03 20 BC DE 00 00 00 	
1250	Receive	15:53:34.539			0x000000C9	Data Frame	Standard Frame	0x07	84 0E 50 07 00 00 08 	
1251	Receive	15:53:34.544			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 00 00 00 00 	
1252	Receive	15:53:34.544			0x000001C1	Data Frame	Standard Frame	0x04	03 12 03 12 	
1253	Receive	15:53:34.544			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1254	Receive	15:53:34.544			0x000000F1	Data Frame	Standard Frame	0x04	80 00 00 40 	
1255	Receive	15:53:34.544			0x000001E1	Data Frame	Standard Frame	0x03	00 FE 02 	
1256	Receive	15:53:34.544			0x000000C1	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1257	Receive	15:53:34.550			0x000000C5	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1258	Receive	15:53:34.555			0x000000F1	Data Frame	Standard Frame	0x04	9C 00 00 40 	
1259	Receive	15:53:34.555			0x000000C9	Data Frame	Standard Frame	0x07	80 0E 5B 0A 00 00 08 	
1260	Receive	15:53:34.555			0x000001BC	Data Frame	Standard Frame	0x07	08 00 00 01 00 00 00 	
1261	Receive	15:53:34.555			0x000000C1	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1262	Receive	15:53:34.555			0x000000C5	Data Frame	Standard Frame	0x08	20 00 00 00 20 00 00 00 	
1263	Receive	15:53:34.555			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1264	Receive	15:53:34.561			0x000001C9	Data Frame	Standard Frame	0x07	03 20 FC DD 00 00 00 	
1265	Receive	15:53:34.566			0x000000F1	Data Frame	Standard Frame	0x04	A8 00 00 40 	
1266	Receive	15:53:34.566			0x00000160	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1267	Receive	15:53:34.566			0x000001F1	Data Frame	Standard Frame	0x08	06 0A 00 00 18 00 93 02 	
1268	Receive	15:53:34.566			0x00000361	Data Frame	Standard Frame	0x07	02 1F 00 00 12 80 00 	
1269	Receive	15:53:34.566			0x00000460	Data Frame	Standard Frame	0x05	4B 03 80 70 88 	
1270	Receive	15:53:34.566			0x000000C1	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1271	Receive	15:53:34.566			0x000000C5	Data Frame	Standard Frame	0x08	30 00 00 00 30 00 00 00 	
1272	Receive	15:53:34.566			0x000000C9	Data Frame	Standard Frame	0x07	80 0E 62 0D 01 00 08 	
1273	Receive	15:53:34.566			0x000001BC	Data Frame	Standard Frame	0x07	08 00 01 05 00 00 00 	
1274	Receive	15:53:34.566			0x000001C1	Data Frame	Standard Frame	0x04	03 12 03 20 	
1275	Receive	15:53:34.566			0x000001F5	Data Frame	Standard Frame	0x06	ED 00 00 0F 18 00 	
1276	Receive	15:53:34.572			0x000002C5	Data Frame	Standard Frame	0x06	04 6C 02 C0 02 C0 	
1277	Receive	15:53:34.572			0x000003D1	Data Frame	Standard Frame	0x08	00 26 80 00 00 36 00 00 	
1278	Receive	15:53:34.572			0x000003E9	Data Frame	Standard Frame	0x08	00 00 80 00 00 00 80 00 	
1279	Receive	15:53:34.572			0x000000F1	Data Frame	Standard Frame	0x04	B4 00 00 40 	
1280	Receive	15:53:34.572			0x000001E1	Data Frame	Standard Frame	0x03	00 FD 03 	
1281	Receive	15:53:34.577			0x000000C1	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1282	Receive	15:53:34.577			0x000000C5	Data Frame	Standard Frame	0x08	00 00 00 00 00 00 00 00 	
1283	Receive	15:53:34.577			0x000001E9	Data Frame	Standard Frame	0x08	10 00 00 08 00 00 44 00 	
1284	Receive	15:53:34.577			0x000001C9	Data Frame	Standard Frame	0x07	03 20 3C E0 00 00 00 	
1285	Receive	15:53:34.577			0x00000363	Data Frame	Standard Frame	0x04	00 00 00 00 	
1286	Receive	15:53:34.577			0x000002F9	Data Frame	Standard Frame	0x05	00 00 00 00 00 	
1287	Receive	15:53:34.577			0x000000C9	Data Frame	Standard Frame	0x07	80 0E 66 00 03 00 08 	
1288	Receive	15:53:34.577			0x000001BC	Data Frame	Standard Frame	0x07	08 00 03 05 00 00 00 	
1289	Receive	15:53:34.587			0x000000F1	Data Frame	Standard Frame	0x04	80 00 00 40 	
1290	Receive	15:53:34.587			0x000000C1	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1291	Receive	15:53:34.587			0x000000C5	Data Frame	Standard Frame	0x08	10 00 00 00 10 00 00 00 	
1292	Receive	15:53:34.593			0x000000C9	Data Frame	Standard Frame	0x07	80 0E 67 07 05 00 08 	
