Index,Direction,Absolute Time,PID,Payload Length,Byte1,Byte2,Byte3,Byte4,Byte5,Byte6,Byte7,Byte8,
0,Receive,15:54:57.370,0x000000C1,0x08,00,00,00,00,00,00,00,00
1,Receive,15:54:57.370,0x000000C5,0x08,00,00,00,00,00,00,00,00
2,Receive,15:54:57.370,0x000001E9,0x08,10,00,00,08,00,00,44,00
3,Receive,15:54:57.370,0x000000F1,0x04,B4,00,00,40
4,Receive,15:54:57.370,0x000001C9,0x07,03,20,3C,E0,00,00,00
5,Receive,15:54:57.370,0x000001E1,0x03,00,FD,03
6,Receive,15:54:57.370,0x00000363,0x04,00,00,00,00
7,Receive,15:54:57.370,0x000002F9,0x05,00,00,00,00,00
8,Receive,15:54:57.370,0x00000530,0x02,00,00
9,Receive,15:54:57.370,0x000000C9,0x07,84,0E,66,07,00,00,08
10,Receive,15:54:57.370,0x000001BC,0x07,08,00,00,00,00,00,00
11,Receive,15:54:57.388,0x000001C1,0x04,03,0A,03,0B
12,Receive,15:54:57.388,0x000001F5,0x06,ED,00,00,0F,18,00
13,Receive,15:54:57.388,0x000000C1,0x08,10,00,00,00,10,00,00,00
14,Receive,15:54:57.388,0x000000C5,0x08,10,00,00,00,10,00,00,00
15,Receive,15:54:57.388,0x000000F1,0x04,80,00,00,40
16,Receive,15:54:57.388,0x000000C9,0x07,84,0E,55,0A,00,00,08
17,Receive,15:54:57.388,0x000001BC,0x07,08,00,00,00,00,00,00
18,Receive,15:54:57.388,0x000000C1,0x08,20,00,00,00,20,00,00,00
19,Receive,15:54:57.393,0x000000C5,0x08,20,00,00,00,20,00,00,00
20,Receive,15:54:57.393,0x000001E9,0x08,10,00,00,08,00,00,44,00
21,Receive,15:54:57.393,0x000000F1,0x04,9C,00,00,40
22,Receive,15:54:57.393,0x000001C9,0x07,03,20,7C,DF,00,00,00
23,Receive,15:54:57.397,0x000000C9,0x07,84,0E,42,0D,00,00,08
24,Receive,15:54:57.397,0x000001BC,0x07,08,00,00,00,00,00,00
25,Receive,15:54:57.397,0x000001C1,0x04,03,0C,03,0D
26,Receive,15:54:57.397,0x000001F5,0x06,ED,00,00,0F,18,00
27,Receive,15:54:57.397,0x000002C5,0x06,04,6C,02,C0,02,C0
28,Receive,15:54:57.397,0x000000C1,0x08,30,00,00,00,30,00,00,00
29,Receive,15:54:57.402,0x000000C5,0x08,30,00,00,00,30,00,00,00
